id,EAP,HPL,MWS
id05197,0.054660082,0.90883374,0.036506142
id23600,0.36033502,0.0890305,0.5506345
id14699,0.014482366,0.98336077,0.0021568672
id26801,0.49126267,0.05087019,0.45786712
id25664,0.9614153,0.033985756,0.004599003
id07809,0.9959986,0.0027374525,0.0012639343
id13081,0.0013187157,0.0008667372,0.99781454
id11381,0.15011428,0.021100245,0.8287855
id14721,0.42036992,0.17930336,0.40032676
id07800,0.8101843,0.008659782,0.1811559
id13883,0.34536347,0.33722514,0.31741133
id04488,0.24468865,0.028999371,0.726312
id03530,0.6983841,0.117256425,0.18435948
id15823,0.0030760597,0.0009327679,0.9959912
id11701,0.03152125,0.02621788,0.9422608
id07806,0.0014819782,0.9980951,0.00042291978
id19036,0.0004355817,0.999355,0.00020939598
id20765,0.9043014,0.08452388,0.011174727
id26691,0.2544306,0.6162151,0.12935425
id02642,0.0064011076,0.0020142784,0.99158466
id06475,0.7724671,0.18881926,0.03871361
id19019,0.8513071,0.07241869,0.076274216
id14616,0.0070978715,0.00085775176,0.9920443
id08537,0.97033286,0.028487306,0.0011798592
id19126,0.27049863,0.028182052,0.70131934
id01774,0.0022737999,0.0009160604,0.99681014
id08623,0.624813,0.09709826,0.27808872
id17150,0.0028157013,0.0011021093,0.99608225
id06325,0.006988067,0.023585312,0.9694267
id23161,0.049542613,0.0022530097,0.9482044
id09876,0.08091851,0.021624893,0.89745665
id01551,0.9902811,0.0020293675,0.0076894765
id12334,0.00271922,0.993273,0.004007781
id03577,0.30291075,0.02201717,0.67507213
id20706,0.99794835,0.0010364597,0.0010152401
id23704,0.00047650724,0.99865925,0.0008642184
id10029,0.002897556,0.9891773,0.007925155
id19600,0.0012493578,0.9982266,0.000524124
id22367,0.04125496,0.9566162,0.0021287787
id12262,0.9917134,0.0060515967,0.0022349658
id09698,0.15910614,0.78239214,0.058501776
id10919,0.9761295,0.016904877,0.006965572
id12508,0.055312444,0.8053716,0.13931598
id16206,0.495592,0.032390397,0.4720176
id25927,0.00840806,0.006687555,0.9849044
id23189,0.002370297,0.99723023,0.00039950575
id00406,0.035683427,0.9604179,0.0038986816
id01257,0.11869531,0.80333215,0.07797258
id15147,0.9985446,0.0009195405,0.000535856
id24692,0.9495954,0.014011789,0.036392864
id02919,0.0046430854,0.9942794,0.0010774797
id00339,0.0123110255,0.9656412,0.02204776
id20981,0.001105807,0.99851197,0.00038221866
id00658,0.9677117,0.0007707471,0.03151756
id02255,0.0065816697,0.021851808,0.9715665
id13282,0.7858045,0.046147134,0.16804829
id13189,0.64661634,0.077322595,0.27606106
id07267,0.9929605,0.0033136187,0.003725845
id05272,0.44095314,0.05101565,0.5080312
id22653,0.8866067,0.026115255,0.0872781
id06894,0.8526636,0.011925584,0.13541088
id21657,0.1944855,0.77679336,0.02872108
id00430,0.023098774,0.47327128,0.5036299
id21655,0.048414834,0.74533385,0.20625131
id04764,0.776929,0.039235614,0.1838354
id08665,0.031830337,0.013139408,0.9550303
id20985,0.0012144033,0.00065500184,0.9981306
id08095,0.5887688,0.32373697,0.087494284
id12015,0.90200657,0.096604444,0.0013890136
id13210,0.038627163,0.8124578,0.14891501
id24937,0.0027742463,0.9888574,0.008368291
id03675,0.0013015238,0.9980981,0.00060039334
id26951,0.8513346,0.025469128,0.12319633
id06104,0.0056719366,0.0023903667,0.9919377
id20105,0.0018924598,0.9979342,0.00017331682
id20441,0.0059923604,0.0007752191,0.9932325
id05660,0.99767846,0.0009975238,0.0013240462
id04078,0.003024715,0.006889556,0.9900857
id26101,0.1496523,0.004637729,0.84571
id10144,0.0007157763,0.9991171,0.00016719109
id15096,0.0027095103,0.0033815561,0.9939089
id11903,0.5360236,0.07274417,0.39123222
id24093,0.02491305,0.004546062,0.9705409
id06388,0.5896553,0.07854134,0.33180344
id01203,0.9781733,0.011177499,0.010649179
id18448,0.9971607,0.000493751,0.0023455946
id10382,0.6121327,0.13046339,0.25740388
id25109,0.052144717,0.052538734,0.8953165
id15526,0.10258315,0.0019720076,0.89544487
id09411,0.9360325,0.01415579,0.04981173
id03937,0.010777689,0.0017298658,0.98749244
id09740,0.013509525,0.0016849899,0.9848055
id11584,0.057477243,0.24602523,0.69649756
id06135,0.9907747,0.0049993806,0.004225866
id22666,0.97608316,0.016978752,0.0069380603
id03104,0.99290437,0.0055507896,0.0015449187
id21763,0.6635036,0.09550526,0.24099116
id26344,0.017440137,0.0023685524,0.98019135
id11819,0.4155561,0.56847495,0.01596893
id20309,0.0022852723,0.99675673,0.0009580039
id12751,0.9910397,0.0017409078,0.0072193723
id16205,0.12885755,0.07620854,0.7949339
id07347,0.06185997,0.013911242,0.9242288
id20347,0.0018240418,0.9972441,0.00093181425
id05696,0.02930141,0.0021495475,0.968549
id04648,0.42409822,0.48536512,0.090536684
id19654,0.28979266,0.6050649,0.10514246
id03991,0.057803422,0.021435708,0.9207609
id05523,0.07986131,0.11834769,0.801791
id27445,0.9993249,0.00037445922,0.00030067633
id27516,0.0010361752,0.9988524,0.000111424815
id13992,0.0011298622,0.00016659834,0.9987035
id02429,0.002620311,0.0025361406,0.9948435
id01682,0.0008945069,0.9989796,0.0001258325
id20561,0.99548835,0.0016974385,0.0028141942
id26906,0.9800295,0.008162957,0.011807481
id01724,0.2104471,0.7053454,0.08420746
id25283,0.22269417,0.19463813,0.58266765
id06926,0.8183362,0.13654166,0.045122147
id13887,0.99418604,0.0052044024,0.0006095415
id07530,0.8980315,0.06441798,0.037550565
id13460,0.9964367,0.0021976985,0.0013655479
id14695,0.00078193814,0.9983175,0.0009005779
id08133,0.26934525,0.049693532,0.68096113
id06364,0.02534152,0.0038762891,0.9707822
id22368,0.0015628351,0.99811953,0.0003176158
id04855,0.002640887,0.9951768,0.0021822858
id14016,0.048191413,0.6410555,0.31075308
id25801,0.0023049875,0.9967109,0.0009840644
id16241,0.18897331,0.08178676,0.72923994
id01120,0.9010783,0.071518816,0.027402861
id00058,0.89556825,0.0414867,0.06294499
id24503,0.36291677,0.05890501,0.5781782
id03213,0.034429815,0.94619447,0.019375758
id06040,0.9923528,0.0044682664,0.003178966
id26219,0.05104443,0.7385623,0.21039326
id23723,0.00318932,0.97276795,0.024042731
id17565,0.51102436,0.035638355,0.45333725
id02243,0.28439716,0.45468336,0.26091945
id04802,0.9748812,0.0063586514,0.01876016
id07148,0.0044163167,0.00044050624,0.9951432
id16071,0.98003584,0.011979226,0.0079849595
id14810,0.615183,0.031074585,0.35374245
id15386,0.8647137,0.10574347,0.029542748
id14768,0.90562236,0.077208385,0.017169276
id05056,0.99891305,0.0007810117,0.00030588865
id27065,0.052995328,0.04258025,0.9044244
id27245,0.21475045,0.5483523,0.23689725
id25911,0.94586235,0.03581949,0.018318184
id10581,0.69014126,0.19707173,0.112786986
id21852,0.3554469,0.46008992,0.18446313
id13922,0.3298599,0.42856982,0.24157028
id21904,0.030628955,0.16622134,0.8031497
id25974,0.0013222096,0.000628119,0.9980496
id03323,0.087668136,0.6471489,0.265183
id01385,0.7566459,0.12835947,0.11499459
id20469,0.85644317,0.0811122,0.06244465
id04281,0.036895834,0.43430385,0.5288003
id17752,0.9679569,0.028754935,0.0032881731
id27768,0.9963008,0.0028441318,0.0008550545
id15545,0.0046418062,0.99187577,0.0034823825
id27853,0.0041907243,0.0011066963,0.9947025
id10103,0.96781063,0.00071027176,0.03147914
id04374,0.0042581204,0.0019304773,0.9938114
id23102,0.03390931,0.9296926,0.03639805
id15727,0.012005565,0.019137086,0.96885735
id22643,0.19275926,0.061625335,0.7456154
id26174,0.009800571,0.051635694,0.93856376
id16776,0.001217425,0.99858224,0.00020035674
id11156,0.9838918,0.0130900685,0.0030182074
id18288,0.0014908471,0.00075946416,0.9977496
id21487,0.06282368,0.62043494,0.3167414
id06888,0.4060106,0.0358826,0.55810684
id24094,0.5968744,0.11660301,0.28652257
id21383,0.032116085,0.9308189,0.03706495
id10309,0.0018242055,0.0006453104,0.9975305
id09189,0.4223957,0.045238283,0.53236604
id26844,0.083620384,0.0035697732,0.9128098
id02103,0.00526,0.00042931587,0.9943106
id13699,0.006607745,0.001861757,0.99153054
id05005,0.0012407374,0.00088498153,0.99787426
id19814,0.9591238,0.019107718,0.02176844
id24703,0.5345609,0.44186503,0.023574064
id04594,0.00142433,0.00030453954,0.9982711
id13789,0.8088175,0.18636203,0.0048204437
id01938,0.12902318,0.8528138,0.018163048
id24274,0.55149263,0.01444126,0.43406615
id13727,0.9714745,0.023478827,0.0050465995
id19335,0.0033550875,0.0007026109,0.9959423
id21064,0.009565771,0.0041055265,0.98632866
id04044,0.0008692345,0.9987112,0.00041948777
id01696,0.4734564,0.10078539,0.4257582
id05601,0.004957006,0.0009923225,0.9940507
id13591,0.5252597,0.0052344245,0.4695059
id09164,0.0053667896,0.99428177,0.0003515054
id16563,0.0056196568,0.0020559204,0.9923245
id00380,0.95283824,0.040137753,0.0070239324
id04612,0.006907575,0.009573208,0.98351914
id17341,0.29374942,0.02703685,0.6792137
id23426,0.00198014,0.997433,0.0005868374
id02177,0.9963242,0.002017539,0.0016583387
id24279,0.011739632,0.013019503,0.9752408
id07226,0.9724472,0.021292133,0.006260594
id23305,0.038903557,0.020976564,0.94011986
id00684,0.54965377,0.07652277,0.37382346
id22025,0.0019950198,0.00030093678,0.9977041
id26143,0.9868581,0.009957584,0.0031843062
id12002,0.14721122,0.20088439,0.6519044
id04610,0.41846937,0.5789234,0.0026072254
id27224,0.08624508,0.004111732,0.9096431
id10716,0.57062095,0.34625462,0.083124444
id14057,0.8764947,0.040412903,0.08309239
id14982,0.998026,0.0015375137,0.00043649928
id00401,0.8230862,0.14669529,0.03021854
id12248,0.99244165,0.00597785,0.0015804657
id04641,0.8696349,0.02726244,0.10310263
id01658,0.7794087,0.0033366731,0.21725464
id03153,0.16496591,0.4918946,0.34313947
id27961,0.9598459,0.014236004,0.025918027
id15984,0.9890814,0.0068234997,0.00409507
id01789,0.87525827,0.054053653,0.070688084
id27264,0.003556199,0.0021330153,0.99431074
id05158,0.0018048359,0.010795266,0.98739994
id14265,0.7240403,0.07624665,0.19971299
id20696,0.8188394,0.040550336,0.1406103
id01133,0.53834784,0.09323529,0.36841688
id24953,0.7456315,0.120319486,0.13404904
id11298,0.061929345,0.00286917,0.9352015
id20917,0.24408996,0.68688995,0.06902011
id25275,0.023453288,0.9614683,0.015078404
id00850,0.90662974,0.023230407,0.070139885
id23225,0.0013663883,0.998353,0.00028061197
id15602,0.04215857,0.041326575,0.9165148
id12160,0.10915955,0.11759914,0.7732413
id25388,0.005276414,0.99408406,0.0006395452
id13837,0.012111284,0.9875058,0.00038292859
id06804,0.0038424155,0.0008724371,0.9952852
id19978,0.67580605,0.27496758,0.049226366
id27563,0.002198266,0.00014364958,0.997658
id23762,0.0055707074,0.9937388,0.0006905805
id22734,0.002710345,0.99454933,0.0027403394
id09094,0.4635382,0.037052307,0.49940947
id27270,0.0040357565,0.9950212,0.0009430482
id05043,0.04433335,0.8711001,0.084566526
id15290,0.18456179,0.806575,0.0088631995
id26333,0.9906476,0.0019286547,0.007423762
id26111,0.6279929,0.35945722,0.012549807
id23029,0.012904758,0.0012304526,0.98586476
id11837,0.8695712,0.11802662,0.012402147
id03497,0.83049285,0.024566717,0.1449405
id19290,0.57221293,0.37158176,0.056205325
id08008,0.97594917,0.014198926,0.009851967
id24949,0.046763822,0.94874394,0.0044922335
id25023,0.0020310048,0.0013170599,0.99665195
id02205,0.0030496216,0.97084314,0.026107201
id11041,0.99762875,0.0005018002,0.0018694294
id14395,0.004563983,0.9941399,0.0012961107
id01130,0.7221663,0.20392305,0.0739106
id21066,0.23447154,0.20297733,0.5625511
id17774,0.990733,0.00856384,0.00070312095
id24519,0.0036752524,0.000781838,0.99554294
id08460,0.9471333,0.021907117,0.03095959
id19897,0.0054701352,0.9933416,0.0011882598
id19028,0.9948308,0.004247216,0.00092205446
id01850,0.97990257,0.0060594766,0.014037929
id22472,0.0023365566,0.997343,0.00032045628
id10709,0.008000567,0.9868031,0.0051963637
id17260,0.33486626,0.3311252,0.33400854
id22262,0.97821873,0.015790991,0.005990273
id00115,0.9663361,0.030242242,0.0034216177
id17483,0.008839752,0.0059115174,0.98524874
id10763,0.45101547,0.4681459,0.080838606
id18014,0.0028742712,0.99471277,0.0024129557
id20414,0.18460949,0.037006866,0.7783837
id14244,0.9401786,0.048985418,0.010835991
id24952,0.97294545,0.0038740218,0.023180546
id08217,0.05136908,0.013547037,0.9350839
id01578,0.0010069329,0.00040336876,0.9985897
id00641,0.97592795,0.021071047,0.0030010352
id24982,0.99928683,0.00044160453,0.00027163222
id11192,0.9961228,0.002695545,0.0011817213
id13759,0.10493681,0.032166675,0.8628965
id26752,0.9826701,0.011800776,0.0055290535
id06820,0.96884,0.003348574,0.027811466
id27298,0.6347116,0.32617554,0.0391128
id20735,0.0027161853,0.00076911546,0.99651474
id08390,0.009368228,0.9780056,0.012626252
id18571,0.20794903,0.027289368,0.76476157
id05804,0.0011307457,0.99855036,0.00031887487
id11867,0.052868344,0.007823267,0.93930835
id10286,0.9117085,0.0052455813,0.08304593
id22020,0.9319235,0.013243446,0.054833043
id25835,0.003489567,0.0014322561,0.9950782
id06583,0.90592253,0.043142516,0.050934978
id21403,0.0015025091,0.99827445,0.00022300135
id26730,0.99619424,0.002042712,0.0017630082
id06873,0.9744514,0.01777354,0.0077750147
id03552,0.99484813,0.0010749806,0.0040769107
id05607,0.16284351,0.01988459,0.8172719
id26395,0.008240187,0.009015188,0.98274463
id02844,0.8832079,0.058258377,0.058533724
id19710,0.17446588,0.5826227,0.2429114
id17076,0.8466963,0.07578509,0.07751858
id14070,0.99440527,0.0018985254,0.0036962053
id17106,0.5421106,0.10570013,0.35218927
id24689,0.96758044,0.018228328,0.014191253
id03718,0.83178514,0.017810648,0.15040417
id03957,0.9219532,0.0751748,0.0028719932
id18995,0.0029631357,0.9946455,0.0023914154
id11668,0.79607475,0.08448172,0.11944355
id15721,0.98881894,0.0075516016,0.0036294488
id10379,0.0018651842,0.9956448,0.0024900043
id15009,0.74111223,0.0401266,0.21876119
id11339,0.13074009,0.8647535,0.004506343
id18532,0.011889344,0.9823271,0.005783486
id16469,0.8572885,0.019728778,0.1229827
id22464,0.0025336544,0.996635,0.000831406
id06314,0.0047937958,0.0021638374,0.99304235
id27085,0.9426438,0.016782084,0.040574096
id14452,0.97899824,0.006582412,0.0144193545
id14939,0.7496318,0.11688064,0.13348757
id20094,0.41901743,0.047162022,0.53382057
id23077,0.91950345,0.04411896,0.036377627
id17527,0.98029894,0.0091354465,0.010565608
id14895,0.9060786,0.04269068,0.051230755
id22577,0.021061698,0.0020885945,0.97684973
id16111,0.0777828,0.9037295,0.018487645
id21649,0.13818261,0.4733649,0.38845256
id22954,0.6277555,0.32042933,0.051815126
id12624,0.0018246034,0.001269081,0.99690634
id05737,0.9911697,0.0051442934,0.0036860816
id23937,0.046606798,0.011054761,0.9423384
id06620,0.0052010347,0.01525535,0.9795436
id18650,0.009616712,0.03220906,0.95817417
id09656,0.98973733,0.0026180572,0.0076445895
id10285,0.9556167,0.031282943,0.013100379
id05729,0.022238037,0.0019418247,0.9758202
id00102,0.039867457,0.3059966,0.65413594
id26276,0.012457165,0.18098225,0.80656064
id12620,0.84823924,0.14796767,0.0037930757
id17949,0.2905437,0.6849726,0.024483716
id15708,0.009820318,0.9851033,0.0050763423
id18300,0.3794457,0.012580282,0.60797405
id04039,0.7315434,0.15604864,0.11240791
id12158,0.9725595,0.020920228,0.00652028
id23197,0.0055778986,0.9924609,0.0019612617
id25384,0.43894327,0.5364542,0.024602538
id09070,0.02124336,0.014023516,0.9647331
id27734,0.8493038,0.08135273,0.069343545
id27332,0.34846318,0.277962,0.37357476
id00973,0.9790758,0.0061986605,0.014725496
id26625,0.3014161,0.6846427,0.013941218
id24578,0.071378894,0.9265417,0.0020794934
id05423,0.048300397,0.9375175,0.014182063
id19124,0.005172941,0.99239564,0.0024314597
id00946,0.99034727,0.0029954948,0.006657258
id19229,0.64240855,0.22371541,0.13387607
id05311,0.32337913,0.47926188,0.19735904
id03289,0.78814626,0.19872545,0.013128288
id17758,0.0018194568,0.9971385,0.0010420359
id24336,0.0008985021,0.9987319,0.0003695366
id00603,0.06021823,0.015138088,0.9246437
id26467,0.46934512,0.2928146,0.23784024
id27835,0.022625923,0.0052724374,0.9721016
id06861,0.47672182,0.065373994,0.45790422
id23847,0.0011670009,0.000272446,0.9985606
id06174,0.21475142,0.7828276,0.002420954
id10968,0.99043626,0.008326004,0.0012376875
id10881,0.9787851,0.012928701,0.008286268
id03204,0.0014213865,0.99807525,0.000503369
id21921,0.38223565,0.31226,0.30550432
id06539,0.7897078,0.12387827,0.08641388
id08880,0.08119939,0.3546185,0.5641821
id14725,0.282947,0.0044844607,0.7125685
id26107,0.0051475298,0.0009457536,0.9939067
id07874,0.040034343,0.9585229,0.0014427393
id23638,0.9970829,0.00034727462,0.0025698554
id13498,0.007990306,0.0031757427,0.98883396
id18940,0.0018641988,0.00042375247,0.997712
id02120,0.964525,0.028809184,0.006665763
id26663,0.98761976,0.008811809,0.0035684393
id20127,0.0011056783,0.0009517173,0.9979426
id27922,0.75497425,0.07496425,0.17006153
id15106,0.8176994,0.11390686,0.06839372
id22158,0.0121970475,0.0010741481,0.98672885
id17029,0.0026985488,0.9946749,0.0026264926
id02554,0.7930902,0.04985634,0.15705343
id18454,0.10745697,0.12751915,0.7650239
id09016,0.3446673,0.024589788,0.63074297
id02307,0.9970823,0.0016762093,0.0012414565
id01650,0.03608206,0.0026445885,0.9612734
id01254,0.0025757074,0.9970638,0.0003605243
id12921,0.0046984316,0.0016385895,0.99366295
id05721,0.70571303,0.0037543452,0.29053268
id05798,0.21186006,0.7725427,0.015597258
id04417,0.0016396021,0.0004926942,0.9978677
id19620,0.9399761,0.024203902,0.035820045
id22680,0.007471328,0.98920095,0.0033277534
id21992,0.27966988,0.01709447,0.7032357
id22823,0.20722623,0.78630334,0.006470478
id12750,0.6215321,0.23787646,0.14059143
id23220,0.006056097,0.015625501,0.97831845
id11851,0.85141605,0.10257586,0.046008144
id27438,0.74650514,0.22272159,0.030773329
id00797,0.4304199,0.03474825,0.5348319
id08593,0.9034028,0.001257486,0.09533969
id01042,0.062450215,0.05414183,0.88340795
id19898,0.8781725,0.07977237,0.042055067
id24615,0.29867125,0.069025084,0.6323037
id18594,0.021431884,0.0104943095,0.9680738
id08534,0.0059921932,0.0066516967,0.98735607
id03889,0.98509306,0.013350583,0.0015563753
id04873,0.9944923,0.0041439645,0.0013637042
id08264,0.99798477,0.0008445528,0.0011706667
id10187,0.32007498,0.025886161,0.6540389
id14278,0.07936973,0.016692715,0.9039375
id22528,0.005567545,0.9929345,0.001497865
id07416,0.23638043,0.54250205,0.22111754
id02857,0.52876526,0.07047134,0.4007634
id03875,0.00058131263,0.99923944,0.00017927295
id24437,0.0007268194,0.9986694,0.0006037727
id24940,0.04371363,0.91531324,0.040973127
id15070,0.31945363,0.012237436,0.668309
id14891,0.868837,0.12275515,0.008407896
id02110,0.9978709,0.0009950555,0.0011340642
id24405,0.45690107,0.107447,0.43565193
id00373,0.0022818414,0.0008578079,0.9968604
id12728,0.99738187,0.0022118525,0.00040629462
id18958,0.99692804,0.0003054433,0.0027665254
id17443,0.0023789087,0.9970132,0.00060792157
id03959,0.9855537,0.011621462,0.0028248946
id13218,0.11952386,0.008088509,0.8723876
id01980,0.8626673,0.10374303,0.03358964
id10697,0.9959996,0.001487668,0.0025127635
id24816,0.770828,0.1659273,0.06324467
id00088,0.103978105,0.014656682,0.8813652
id13846,0.5333244,0.45825762,0.008417962
id17597,0.93339205,0.017322918,0.04928507
id09947,0.0015102131,0.99771655,0.00077320694
id12050,0.83603317,0.13854067,0.025426192
id24060,0.0003904833,0.0003634902,0.999246
id19942,0.9487299,0.0057760826,0.04549403
id06541,0.54667634,0.44959825,0.003725382
id05746,0.9970341,0.002141422,0.0008244481
id13577,0.08911329,0.4267426,0.48414415
id11877,0.010997456,0.9880966,0.0009059875
id19491,0.52638334,0.2794844,0.19413227
id11352,0.018660821,0.002556945,0.97878224
id12791,0.9926865,0.0028477204,0.00446573
id05282,0.08774407,0.018369703,0.8938862
id26833,0.5462025,0.41808566,0.03571185
id00580,0.012249845,0.022965949,0.96478426
id01236,0.028081495,0.0043487973,0.9675697
id05455,0.03932567,0.94287753,0.017796753
id00069,0.013596478,0.976308,0.010095593
id01605,0.96037847,0.0146673005,0.024954213
id17737,0.9981536,0.0008182798,0.001028023
id11315,0.008420418,0.00575136,0.9858283
id24044,0.491227,0.30286786,0.20590515
id18677,0.952253,0.014716516,0.033030473
id17678,0.8351453,0.09220909,0.072645575
id21528,0.9754794,0.017269501,0.007251031
id21985,0.57484573,0.30103078,0.12412346
id12860,0.5792964,0.24464232,0.17606126
id08793,0.9960425,0.0027544897,0.0012030852
id09245,0.9610973,0.021978324,0.016924348
id12523,0.02223839,0.010386156,0.96737546
id07158,0.09477651,0.74457425,0.16064925
id03473,0.031347003,0.95999265,0.008660293
id05999,0.9979347,0.0013580675,0.00070729817
id02469,0.938596,0.02758621,0.033817798
id16675,0.08005356,0.03211526,0.88783115
id20508,0.0029795323,0.00035027924,0.9966702
id12669,0.99707913,0.0019170197,0.0010038838
id22277,0.19550614,0.1136322,0.69086164
id00355,0.0028366798,0.010967013,0.9861963
id24427,0.020418996,0.943241,0.036339995
id19241,0.4592804,0.5128261,0.027893467
id26301,0.053524125,0.09905858,0.84741724
id09404,0.48243937,0.48453623,0.03302442
id14347,0.86628735,0.026553731,0.10715891
id06898,0.9981974,0.00038475712,0.001417856
id08750,0.912121,0.009812408,0.078066595
id13572,0.8372415,0.041901056,0.120857485
id08731,0.0016651194,0.9976265,0.0007083607
id20124,0.73093337,0.053037923,0.21602875
id14276,0.017896118,0.10459786,0.877506
id13035,0.9934389,0.00247071,0.0040904135
id24056,0.0073040677,0.0018339584,0.990862
id21132,0.9975866,0.0013752148,0.0010381206
id21465,0.10929353,0.016734459,0.873972
id27148,0.004146353,0.9947495,0.0011041993
id14482,0.6483854,0.16895907,0.18265557
id17950,0.6956482,0.23682316,0.06752869
id15233,0.0015610532,0.99796754,0.00047132443
id11794,0.16879453,0.003279967,0.8279255
id27227,0.07034823,0.89580095,0.033850845
id13093,0.49447358,0.33634722,0.16917913
id12869,0.00074848934,0.99777216,0.0014793386
id01256,0.9335993,0.04535908,0.021041596
id00934,0.11404777,0.21673821,0.669214
id00121,0.035743907,0.93061334,0.03364278
id11054,0.0021097385,0.9902514,0.0076388065
id02573,0.9618171,0.011370812,0.02681206
id13626,0.4162306,0.36392966,0.2198397
id25047,0.65033525,0.26386937,0.08579541
id04465,0.002336008,0.9968014,0.00086264854
id09344,0.006078764,0.0016606811,0.9922605
id24254,0.0003572708,0.9995023,0.00014045149
id04266,0.01675048,0.0093066245,0.9739429
id19734,0.030191908,0.014926598,0.9548815
id13127,0.9929691,0.0017881498,0.005242794
id27066,0.11667086,0.0062885587,0.87704057
id13629,0.0022130099,0.00019873268,0.9975883
id26484,0.9789499,0.017212855,0.0038372804
id02074,0.31074634,0.0030789247,0.6861747
id24688,0.97353214,0.016070973,0.0103968475
id17455,0.00473567,0.99442285,0.0008414783
id14980,0.99235755,0.002780009,0.004862411
id15840,0.99048495,0.004938994,0.0045760917
id20440,0.005795068,0.046544794,0.94766015
id25262,0.9980566,0.0017022024,0.0002411436
id20395,0.000971107,0.9976974,0.0013314269
id14332,0.00169748,0.99538076,0.0029218278
id07118,0.5745026,0.073389255,0.35210818
id26424,0.99852115,0.00083588716,0.00064292137
id21308,0.9278201,0.0054622535,0.06671768
id21688,0.0023456623,0.0012434775,0.9964109
id09581,0.07896574,0.9094564,0.01157786
id27297,0.9438485,0.05284207,0.003309487
id20086,0.075499184,0.6975975,0.2269033
id03762,0.0002782826,0.99961567,0.000106040185
id10789,0.5666187,0.015376102,0.41800523
id18058,0.24556626,0.06530586,0.6891279
id01701,0.9971077,0.001879089,0.0010132048
id17232,0.08075002,0.91551733,0.0037326538
id23541,0.5652077,0.006509087,0.4282832
id20699,0.0002789125,0.9995565,0.00016464661
id06657,0.0045831203,0.3609254,0.6344915
id13807,0.27630854,0.018661734,0.7050297
id18344,0.1362989,0.6758256,0.18787552
id09363,0.29015332,0.5653067,0.14453995
id12470,0.003807821,0.9957353,0.00045690473
id13430,0.99678814,0.0023427538,0.00086915743
id13549,0.014562759,0.0010607396,0.98437655
id24423,0.9361595,0.053885438,0.009955092
id15402,0.6860566,0.0363527,0.27759066
id22070,0.0058454773,0.9903886,0.0037659137
id05977,0.987929,0.010894333,0.0011766272
id18772,0.44090447,0.07514957,0.48394597
id11214,0.0069384426,0.99281317,0.00024838498
id01263,0.86883813,0.08381444,0.047347452
id03187,0.31866685,0.6167595,0.06457367
id07817,0.99693906,0.0024733976,0.0005875386
id08796,0.029529234,0.9491461,0.021324744
id02347,0.3235368,0.0070406087,0.66942257
id08989,0.0032664242,0.0012820542,0.9954515
id24462,0.8428382,0.05028083,0.106880955
id05147,0.049301192,0.004136251,0.9465626
id26389,0.021602679,0.7071888,0.27120855
id12300,0.18592794,0.0375244,0.7765477
id06273,0.9411659,0.017678004,0.04115604
id27453,0.28677568,0.5690575,0.14416683
id19255,0.74128515,0.081787065,0.17692776
id22593,0.93014276,0.002756788,0.06710039
id07089,0.99782217,0.000996763,0.0011811076
id22379,0.0011123418,0.9985537,0.00033400068
id22024,0.98776734,0.006151785,0.0060808687
id25541,0.26129898,0.6276121,0.111088924
id10216,0.0027673147,0.9969733,0.00025937613
id07493,0.9989178,0.000599372,0.00048279887
id25552,0.7147247,0.1035338,0.18174148
id21244,0.9471414,0.019435005,0.033423565
id17278,0.08378182,0.8828569,0.03336123
id14850,0.13593067,0.85424376,0.009825592
id21434,0.004615171,0.0015407086,0.99384415
id22924,0.9589131,0.017454702,0.02363221
id17321,0.7741053,0.066241495,0.1596532
id04319,0.56252134,0.0982334,0.33924523
id09823,0.18111879,0.76606625,0.052814983
id03485,0.0009868282,0.9980956,0.0009176267
id12138,0.7417103,0.030329557,0.2279601
id00196,0.004641882,0.020709384,0.9746488
id07822,0.033214495,0.019965975,0.94681954
id21775,0.027041124,0.01519299,0.9577659
id13407,0.39472607,0.009306439,0.59596753
id12430,0.0027496223,0.99671435,0.0005359993
id23691,0.9985453,0.0012198234,0.00023486734
id17641,0.008853617,0.9887678,0.0023786048
id09125,0.0019497948,0.99486154,0.0031886294
id18512,0.87261605,0.06267488,0.06470909
id01639,0.28547263,0.33277905,0.3817483
id06860,0.0072373464,0.0037888663,0.98897374
id25534,0.9975491,0.0015682443,0.0008826461
id13546,0.7087252,0.2744481,0.016826661
id10032,0.8473461,0.01870753,0.13394631
id05228,0.10130303,0.077625506,0.82107145
id24992,0.003118873,0.0020715494,0.9948095
id14168,0.996391,0.0019798721,0.0016290583
id20747,0.7515058,0.13662216,0.11187209
id16986,0.98715127,0.00504645,0.00780226
id11226,0.6874867,0.27234522,0.040168107
id13998,0.99799,0.0007450086,0.0012650195
id15169,0.99705684,0.0024220787,0.00052115216
id00737,0.69616795,0.013725542,0.29010653
id24476,0.69805706,0.007966536,0.29397646
id03044,0.57513845,0.11850756,0.306354
id26746,0.7536622,0.236278,0.010059784
id10776,0.6898088,0.034019906,0.27617133
id06266,0.055815376,0.011777183,0.9324075
id13362,0.9717975,0.026602047,0.0016003905
id09335,0.9892463,0.00035345327,0.010400193
id15894,0.023111628,0.9635353,0.013353037
id15866,0.21604545,0.0139968535,0.76995766
id25763,0.6007961,0.04680705,0.3523969
id01091,0.0010596024,0.9986082,0.00033224106
id11647,0.99491525,0.003850231,0.0012345115
id19671,0.009819504,0.12031196,0.8698686
id18007,0.0061888527,0.005573429,0.9882377
